"DataExtractDate","ReportPeriod","Terminal","Arrival_Departure","Domestic_International","Passenger_Count"
"2018 Apr 18 03:12:41 PM","2016 Dec 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","3,789"
"2018 Apr 18 03:12:41 PM","2015 Jan 01 12:00:00 AM","T1","Departure","Domestic","313,060"
"2018 Apr 18 03:12:41 PM","2016 Jun 01 12:00:00 AM","TBIT","Departure","International","588,012"
"2019 Apr 29 01:10:30 PM","2018 Mar 01 12:00:00 AM","TBIT","Departure","International","681,220"
"2018 Apr 18 03:12:41 PM","2015 Aug 01 12:00:00 AM","TBIT","Arrival","Domestic","15,056"
"2018 Apr 18 03:12:41 PM","2012 Jul 01 12:00:00 AM","T8","Arrival","Domestic","177,887"
"2018 Apr 18 03:12:41 PM","2015 Oct 01 12:00:00 AM","T3","Arrival","Domestic","293,911"
"2019 Apr 29 01:10:30 PM","2019 Mar 01 12:00:00 AM","T2","Arrival","International","78,230"
"2019 Aug 23 03:41:00 PM","2019 Jul 01 12:00:00 AM","T2","Arrival","International","92,691"
"2021 Jan 10 06:01:37 AM","2020 Dec 01 12:00:00 AM","T2","Arrival","International","1,214"
"2018 Apr 18 03:12:41 PM","2007 Dec 01 12:00:00 AM","T6","Departure","Domestic","224,833"
"2018 Apr 18 03:12:41 PM","2006 Jun 01 12:00:00 AM","T3","Departure","Domestic","162,854"
"2018 Apr 18 03:12:41 PM","2011 Jan 01 12:00:00 AM","T8","Departure","International","7,594"
"2019 Apr 10 06:01:25 AM","2019 Mar 01 12:00:00 AM","T7","Arrival","International","69,080"
"2018 Apr 18 03:12:41 PM","2013 Sep 01 12:00:00 AM","T4","Arrival","International","4,467"
"2018 Apr 18 03:12:41 PM","2011 Sep 01 12:00:00 AM","TBIT","Departure","International","302,333"
"2021 Feb 02 08:17:02 AM","2020 Dec 01 12:00:00 AM","T5","Arrival","International","43"
"2021 Jan 10 06:01:37 AM","2020 Dec 01 12:00:00 AM","T8","Departure","Domestic","26,080"
"2018 Apr 18 03:12:41 PM","2017 Dec 01 12:00:00 AM","T3","Departure","International","29,153"
"2018 Apr 18 03:12:41 PM","2007 Oct 01 12:00:00 AM","T3","Arrival","International","15,725"
"2018 Apr 18 03:12:41 PM","2015 Sep 01 12:00:00 AM","T5","Departure","International","62,826"
"2018 Apr 18 03:12:41 PM","2016 Feb 01 12:00:00 AM","T5","Arrival","International","61,646"
"2018 Apr 18 03:12:41 PM","2016 Jan 01 12:00:00 AM","TBIT","Departure","Domestic","6,790"
"2018 Apr 18 03:12:41 PM","2011 Oct 01 12:00:00 AM","T1","Departure","Domestic","372,937"
"2018 Dec 26 06:52:40 AM","2018 Nov 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","5,872"
"2018 Apr 18 03:12:41 PM","2010 Oct 01 12:00:00 AM","T5","Departure","Domestic","256,637"
"2018 Apr 18 03:12:41 PM","2011 Feb 01 12:00:00 AM","T1","Arrival","Domestic","315,291"
"2018 Apr 18 03:12:41 PM","2007 Jul 01 12:00:00 AM","T6","Departure","Domestic","256,200"
"2018 Apr 18 03:12:41 PM","2013 Sep 01 12:00:00 AM","T1","Arrival","Domestic","372,466"
"2019 Mar 01 11:09:59 AM","2019 Jan 01 12:00:00 AM","T2","Departure","Domestic","243,266"
"2018 Apr 18 03:12:41 PM","2010 Nov 01 12:00:00 AM","TBIT","Arrival","International","352,356"
"2018 Apr 18 03:12:41 PM","2006 Dec 01 12:00:00 AM","T4","Arrival","International","62,552"
"2018 Apr 18 03:12:41 PM","2017 Dec 01 12:00:00 AM","T5","Arrival","International","12,660"
"2018 Apr 18 03:12:41 PM","2011 Jan 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","1"
"2018 Apr 18 03:12:41 PM","2016 Mar 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","95,035"
"2018 Apr 18 03:12:41 PM","2014 Jun 01 12:00:00 AM","T7","Arrival","Domestic","285,784"
"2018 Apr 18 03:12:41 PM","2013 Dec 01 12:00:00 AM","T3","Departure","International","2,579"
"2018 Apr 18 03:12:41 PM","2006 Jan 01 12:00:00 AM","T2","Departure","International","156,751"
"2018 Apr 18 03:12:41 PM","2008 Jul 01 12:00:00 AM","T7","Arrival","International","30,115"
"2018 Apr 18 03:12:41 PM","2008 Aug 01 12:00:00 AM","T6","Departure","International","4,572"
"2018 Apr 18 03:12:41 PM","2006 Feb 01 12:00:00 AM","T2","Arrival","International","135,504"
"2018 Apr 18 03:12:41 PM","2013 Jan 01 12:00:00 AM","T8","Departure","Domestic","128,687"
"2018 Apr 18 03:12:41 PM","2012 Oct 01 12:00:00 AM","T1","Arrival","Domestic","405,600"
"2018 Apr 18 03:12:41 PM","2012 Mar 01 12:00:00 AM","TBIT","Arrival","International","373,578"
"2018 Apr 18 03:12:41 PM","2012 Dec 01 12:00:00 AM","T4","Departure","Domestic","375,478"
"2018 Apr 18 03:12:41 PM","2008 Nov 01 12:00:00 AM","T2","Arrival","International","128,014"
"2018 Apr 18 03:12:41 PM","2011 Nov 01 12:00:00 AM","T8","Departure","International","7,501"
"2018 Apr 18 03:12:41 PM","2013 Jul 01 12:00:00 AM","T2","Arrival","Domestic","48,889"
"2020 Apr 08 09:58:08 AM","2020 Feb 01 12:00:00 AM","T5","Departure","Domestic","319,809"
"2018 Apr 18 03:12:41 PM","2017 Mar 01 12:00:00 AM","T1","Arrival","Domestic","405,997"
"2018 Apr 18 03:12:41 PM","2016 Jun 01 12:00:00 AM","T7","Departure","Domestic","297,240"
"2018 May 23 07:44:39 AM","2018 Apr 01 12:00:00 AM","T5","Arrival","Domestic","364,748"
"2018 Apr 18 03:12:41 PM","2006 Apr 01 12:00:00 AM","T8","Departure","Domestic","108,348"
"2018 Apr 18 03:12:41 PM","2006 May 01 12:00:00 AM","T2","Arrival","Domestic","103,178"
"2019 Apr 29 01:10:30 PM","2019 Mar 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","6,545"
"2018 Apr 18 03:12:41 PM","2007 Oct 01 12:00:00 AM","T1","Departure","International","211"
"2018 Apr 18 03:12:41 PM","2011 Oct 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","29"
"2018 Apr 18 03:12:41 PM","2008 Apr 01 12:00:00 AM","TBIT","Departure","International","326,658"
"2019 Oct 10 06:01:25 AM","2019 Sep 01 12:00:00 AM","T7","Arrival","Domestic","320,302"
"2018 Apr 18 03:12:41 PM","2012 Oct 01 12:00:00 AM","T6","Departure","International","69,023"
"2018 Apr 18 03:12:41 PM","2013 Jun 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","82,885"
"2018 Apr 18 03:12:41 PM","2016 Apr 01 12:00:00 AM","T6","Arrival","Domestic","312,716"
"2018 Apr 18 03:12:41 PM","2018 Feb 01 12:00:00 AM","T5","Departure","International","1,437"
"2018 Apr 18 03:12:41 PM","2012 Jan 01 12:00:00 AM","T3","Arrival","Domestic","220,363"
"2018 Jul 11 02:24:22 PM","2018 May 01 12:00:00 AM","T5","Arrival","International","13,419"
"2018 Apr 18 03:12:41 PM","2006 Jul 01 12:00:00 AM","T5","Arrival","Domestic","196,803"
"2020 Jul 10 06:01:26 AM","2020 Jun 01 12:00:00 AM","T1","Departure","Domestic","99,712"
"2021 Jan 10 06:01:37 AM","2020 Nov 01 12:00:00 AM","T4","Departure","Domestic","150,751"
"2018 Apr 18 03:12:41 PM","2013 Dec 01 12:00:00 AM","T3","Departure","Domestic","230,250"
"2020 Jun 29 07:20:39 AM","2020 May 01 12:00:00 AM","T4","Arrival","Domestic","58,876"
"2018 Apr 18 03:12:41 PM","2009 May 01 12:00:00 AM","TBIT","Arrival","Domestic","5,131"
"2020 Apr 08 09:58:08 AM","2020 Mar 01 12:00:00 AM","T1","Departure","Domestic","154,957"
"2018 Apr 18 03:12:41 PM","2006 Jan 01 12:00:00 AM","T7","Arrival","International","36,658"
"2018 Jul 11 02:24:22 PM","2018 Jun 01 12:00:00 AM","T8","Arrival","Domestic","183,788"
"2018 Apr 18 03:12:41 PM","2007 Feb 01 12:00:00 AM","T8","Departure","International","3,136"
"2020 Oct 10 06:01:21 AM","2020 Sep 01 12:00:00 AM","T6","Departure","International","20,665"
"2018 Apr 18 03:12:41 PM","2017 Aug 01 12:00:00 AM","T8","Departure","Domestic","162,314"
"2018 Apr 18 03:12:41 PM","2015 Sep 01 12:00:00 AM","TBIT","Departure","Domestic","16,817"
"2018 Apr 18 03:12:41 PM","2011 Sep 01 12:00:00 AM","T3","Departure","Domestic","238,387"
"2018 Apr 18 03:12:41 PM","2017 Nov 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","118,801"
"2018 Apr 18 03:12:41 PM","2010 Apr 01 12:00:00 AM","T8","Arrival","Domestic","147,200"
"2018 Apr 18 03:12:41 PM","2016 Feb 01 12:00:00 AM","TBIT","Departure","International","421,528"
"2018 Apr 18 03:12:41 PM","2015 Oct 01 12:00:00 AM","T6","Arrival","Domestic","345,752"
"2018 Apr 18 03:12:41 PM","2011 May 01 12:00:00 AM","T2","Arrival","Domestic","32,885"
"2018 Apr 18 03:12:41 PM","2016 Aug 01 12:00:00 AM","T1","Departure","International","2,400"
"2018 Apr 18 03:12:41 PM","2007 May 01 12:00:00 AM","T8","Departure","International","3,751"
"2018 Apr 18 03:12:41 PM","2016 Nov 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","109,134"
"2018 Apr 18 03:12:41 PM","2011 Nov 01 12:00:00 AM","T4","Arrival","Domestic","400,841"
"2018 Apr 18 03:12:41 PM","2009 Jan 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","946"
"2018 Apr 18 03:12:41 PM","2014 Oct 01 12:00:00 AM","T4","Departure","Domestic","381,300"
"2018 Apr 18 03:12:41 PM","2006 Aug 01 12:00:00 AM","Imperial Terminal","Departure","Domestic","238"
"2018 Apr 18 03:12:41 PM","2009 Feb 01 12:00:00 AM","T1","Departure","Domestic","309,153"
"2018 Apr 18 03:12:41 PM","2013 Jun 01 12:00:00 AM","T2","Departure","Domestic","43,449"
"2018 Apr 18 03:12:41 PM","2017 Feb 01 12:00:00 AM","T2","Departure","Domestic","31,390"
"2018 Apr 18 03:12:41 PM","2006 Oct 01 12:00:00 AM","T5","Departure","Domestic","153,750"
"2018 Apr 18 03:12:41 PM","2017 Aug 01 12:00:00 AM","T1","Departure","Domestic","413,587"
"2018 Apr 18 03:12:41 PM","2009 Sep 01 12:00:00 AM","TBIT","Departure","Domestic","8,895"
"2018 Apr 18 03:12:41 PM","2012 Apr 01 12:00:00 AM","T2","Departure","International","184,813"
"2018 Apr 18 03:12:41 PM","2015 Oct 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","3,320"
"2018 Apr 18 03:12:41 PM","2014 Dec 01 12:00:00 AM","T4","Departure","Domestic","355,378"
"2018 Apr 18 03:12:41 PM","2016 Apr 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","93,537"
"2018 Apr 18 03:12:41 PM","2013 Oct 01 12:00:00 AM","T8","Departure","International","3,367"
"2018 Apr 18 03:12:41 PM","2006 Mar 01 12:00:00 AM","T4","Departure","International","40,511"
"2018 Apr 18 03:12:41 PM","2007 Oct 01 12:00:00 AM","T6","Arrival","Domestic","220,415"
"2018 Apr 18 03:12:41 PM","2009 Apr 01 12:00:00 AM","T2","Arrival","International","134,410"
"2018 Apr 18 03:12:41 PM","2017 Aug 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","122,828"
"2019 Apr 29 01:10:30 PM","2019 Feb 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","105,532"
"2018 Apr 18 03:12:41 PM","2017 Mar 01 12:00:00 AM","T3","Arrival","Domestic","344,590"
"2018 Apr 18 03:12:41 PM","2012 Aug 01 12:00:00 AM","T4","Departure","International","42,278"
"2018 Apr 18 03:12:41 PM","2012 May 01 12:00:00 AM","T1","Departure","Domestic","406,059"
"2018 Apr 18 03:12:41 PM","2011 Sep 01 12:00:00 AM","T3","Arrival","Domestic","238,832"
"2018 Apr 18 03:12:41 PM","2010 May 01 12:00:00 AM","T4","Arrival","Domestic","393,008"
"2018 Apr 18 03:12:41 PM","2009 Jun 01 12:00:00 AM","T3","Departure","International","54,147"
"2018 Apr 18 03:12:41 PM","2009 Apr 01 12:00:00 AM","T3","Arrival","International","13,321"
"2018 Apr 18 03:12:41 PM","2008 Dec 01 12:00:00 AM","T4","Departure","International","34,635"
"2019 Jun 24 01:17:06 PM","2019 May 01 12:00:00 AM","TBIT","Departure","International","761,603"
"2018 Apr 18 03:12:41 PM","2013 Jan 01 12:00:00 AM","T3","Departure","Domestic","155,626"
"2018 Apr 18 03:12:41 PM","2007 Oct 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","278"
"2018 May 23 07:44:39 AM","2018 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","5,934"
"2018 Apr 18 03:12:41 PM","2015 Jan 01 12:00:00 AM","T6","Arrival","International","881"
"2018 Apr 18 03:12:41 PM","2008 Dec 01 12:00:00 AM","T6","Departure","Domestic","201,362"
"2019 Mar 01 11:09:59 AM","2019 Jan 01 12:00:00 AM","T6","Departure","International","93,808"
"2018 Apr 18 03:12:41 PM","2006 Mar 01 12:00:00 AM","T3","Departure","International","66,573"
"2018 Apr 18 03:12:41 PM","2015 Jan 01 12:00:00 AM","TBIT","Arrival","International","470,191"
"2018 Apr 18 03:12:41 PM","2010 Jun 01 12:00:00 AM","T4","Departure","Domestic","398,846"
"2018 Apr 18 03:12:41 PM","2007 Jan 01 12:00:00 AM","T3","Departure","Domestic","139,312"
"2018 Apr 18 03:12:41 PM","2018 Mar 01 12:00:00 AM","T6","Departure","Domestic","265,983"
"2018 Apr 18 03:12:41 PM","2009 Dec 01 12:00:00 AM","TBIT","Departure","International","332,737"
"2018 Apr 18 03:12:41 PM","2006 Mar 01 12:00:00 AM","TBIT","Departure","International","347,678"
"2018 Apr 18 03:12:41 PM","2016 Apr 01 12:00:00 AM","T6","Departure","International","47,429"
"2018 Apr 18 03:12:41 PM","2013 Jul 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","373"
"2018 Apr 18 03:12:41 PM","2012 Jun 01 12:00:00 AM","T7","Arrival","International","70,777"
"2018 Apr 18 03:12:41 PM","2013 Feb 01 12:00:00 AM","T2","Departure","International","155,971"
"2018 Apr 18 03:12:41 PM","2007 Jan 01 12:00:00 AM","T5","Arrival","Domestic","148,670"
"2018 Apr 18 03:12:41 PM","2009 Jun 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","121"
"2019 Jun 24 01:17:06 PM","2019 May 01 12:00:00 AM","T8","Departure","International","7,489"
"2018 Apr 18 03:12:41 PM","2008 Aug 01 12:00:00 AM","T3","Departure","International","53,162"
"2018 Apr 18 03:12:41 PM","2016 Sep 01 12:00:00 AM","T7","Arrival","International","53,369"
"2018 Apr 18 03:12:41 PM","2013 May 01 12:00:00 AM","T5","Departure","International","21,068"
"2018 Apr 18 03:12:41 PM","2007 Oct 01 12:00:00 AM","T5","Departure","International","31,604"
"2018 Apr 18 03:12:41 PM","2016 Dec 01 12:00:00 AM","T5","Arrival","Domestic","410,292"
"2018 Apr 18 03:12:41 PM","2013 Jan 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","49,832"
"2018 Sep 26 09:27:08 AM","2018 Aug 01 12:00:00 AM","T5","Departure","Domestic","457,511"
"2018 Apr 18 03:12:41 PM","2015 Apr 01 12:00:00 AM","T8","Departure","International","9,736"
"2018 Apr 18 03:12:41 PM","2008 Mar 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","589"
"2018 Apr 18 03:12:41 PM","2008 Nov 01 12:00:00 AM","T8","Arrival","Domestic","92,965"
"2018 Apr 18 03:12:41 PM","2014 Feb 01 12:00:00 AM","T4","Arrival","International","1,140"
"2018 Apr 18 03:12:41 PM","2007 Aug 01 12:00:00 AM","T3","Departure","International","67,231"
"2018 Apr 18 03:12:41 PM","2011 Sep 01 12:00:00 AM","T6","Arrival","Domestic","213,974"
"2018 Apr 18 03:12:41 PM","2014 Mar 01 12:00:00 AM","T8","Arrival","Domestic","115,357"
"2018 Apr 18 03:12:41 PM","2009 Feb 01 12:00:00 AM","T3","Arrival","Domestic","128,747"
"2018 Apr 18 03:12:41 PM","2012 Feb 01 12:00:00 AM","T7","Arrival","International","15,202"
"2018 Apr 18 03:12:41 PM","2017 Sep 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","3,857"
"2018 Apr 18 03:12:41 PM","2015 May 01 12:00:00 AM","T6","Arrival","International","1,112"
"2018 Apr 18 03:12:41 PM","2011 May 01 12:00:00 AM","T5","Departure","International","31,684"
"2018 Apr 18 03:12:41 PM","2014 Jul 01 12:00:00 AM","T4","Departure","International","43,546"
"2020 Jan 22 06:57:11 AM","2019 Dec 01 12:00:00 AM","T6","Arrival","Domestic","253,632"
"2018 Apr 18 03:12:41 PM","2007 Dec 01 12:00:00 AM","T7","Arrival","International","38,101"
"2018 Apr 18 03:12:41 PM","2006 Jul 01 12:00:00 AM","T7","Arrival","International","38,300"
"2020 Jan 02 10:43:42 AM","2019 Nov 01 12:00:00 AM","T4","Arrival","International","57,865"
"2018 Apr 18 03:12:41 PM","2013 Apr 01 12:00:00 AM","T6","Arrival","Domestic","305,872"
"2018 Apr 18 03:12:41 PM","2014 Jun 01 12:00:00 AM","T5","Departure","International","38,289"
"2018 Apr 18 03:12:41 PM","2017 Dec 01 12:00:00 AM","T8","Arrival","International","5,085"
"2018 Apr 18 03:12:41 PM","2012 Nov 01 12:00:00 AM","T8","Departure","Domestic","116,312"
"2018 Apr 18 03:12:41 PM","2013 Jul 01 12:00:00 AM","T4","Departure","International","48,728"
"2018 Apr 18 03:12:41 PM","2009 Feb 01 12:00:00 AM","T4","Departure","International","32,632"
"2018 Apr 18 03:12:41 PM","2016 Feb 01 12:00:00 AM","T5","Departure","Domestic","335,369"
"2018 Apr 18 03:12:41 PM","2018 Jan 01 12:00:00 AM","T4","Arrival","International","56,177"
"2018 Apr 18 03:12:41 PM","2013 Feb 01 12:00:00 AM","T2","Departure","Domestic","27,743"
"2018 Apr 18 03:12:41 PM","2011 Mar 01 12:00:00 AM","T8","Departure","Domestic","152,335"
"2018 Apr 18 03:12:41 PM","2017 Feb 01 12:00:00 AM","T6","Arrival","International","8,835"
"2018 Apr 18 03:12:41 PM","2008 May 01 12:00:00 AM","T5","Arrival","International","24,389"
"2018 Apr 18 03:12:41 PM","2016 Oct 01 12:00:00 AM","T8","Departure","Domestic","155,880"
"2018 Apr 18 03:12:41 PM","2006 Feb 01 12:00:00 AM","T7","Arrival","Domestic","226,341"
"2018 Apr 18 03:12:41 PM","2006 Jan 01 12:00:00 AM","TBIT","Arrival","Domestic","2,658"
"2020 Dec 07 01:58:36 PM","2020 Oct 01 12:00:00 AM","T4","Departure","Domestic","171,871"
"2018 Apr 18 03:12:41 PM","2009 Mar 01 12:00:00 AM","T2","Departure","International","144,551"
"2018 Apr 18 03:12:41 PM","2012 Nov 01 12:00:00 AM","TBIT","Departure","Domestic","7,295"
"2020 Dec 10 06:01:38 AM","2020 Nov 01 12:00:00 AM","T2","Arrival","International","1,150"
"2018 Apr 18 03:12:41 PM","2010 Sep 01 12:00:00 AM","T4","Arrival","International","16,509"
"2018 Apr 18 03:12:41 PM","2013 Nov 01 12:00:00 AM","T8","Arrival","International","3,331"
"2018 Apr 18 03:12:41 PM","2011 Sep 01 12:00:00 AM","T2","Departure","Domestic","22,051"
"2018 Apr 18 03:12:41 PM","2006 Dec 01 12:00:00 AM","T5","Departure","Domestic","159,526"
"2019 Mar 14 06:45:08 AM","2019 Feb 01 12:00:00 AM","T8","Departure","International","2,409"
"2018 Apr 18 03:12:41 PM","2008 Jul 01 12:00:00 AM","T6","Departure","Domestic","278,880"
"2018 Apr 18 03:12:41 PM","2008 Jan 01 12:00:00 AM","T5","Departure","Domestic","181,902"
"2018 Dec 26 06:52:40 AM","2018 Nov 01 12:00:00 AM","T2","Departure","International","105,096"
"2019 Nov 26 01:26:41 PM","2019 Oct 01 12:00:00 AM","TBIT","Departure","Domestic","23,851"
"2018 Apr 18 03:12:41 PM","2008 Mar 01 12:00:00 AM","T6","Departure","Domestic","227,729"
"2018 Apr 18 03:12:41 PM","2006 Jan 01 12:00:00 AM","T7","Departure","Domestic","231,679"
"2018 Apr 18 03:12:41 PM","2012 Jun 01 12:00:00 AM","T7","Departure","Domestic","149,525"
"2018 Jul 12 02:24:30 PM","2018 Jun 01 12:00:00 AM","T3","Departure","Domestic","360,319"
"2018 Apr 18 03:12:41 PM","2012 Apr 01 12:00:00 AM","T6","Arrival","Domestic","291,095"
"2019 Jul 18 06:18:08 AM","2019 Jun 01 12:00:00 AM","T3","Arrival","Domestic","344,959"
"2018 Dec 26 06:52:40 AM","2018 Nov 01 12:00:00 AM","T7","Departure","Domestic","338,807"
"2018 Apr 18 03:12:41 PM","2012 Jul 01 12:00:00 AM","T3","Departure","International","23,007"
"2018 Apr 18 03:12:41 PM","2010 Aug 01 12:00:00 AM","T7","Departure","International","30,087"
"2018 Apr 18 03:12:41 PM","2010 Jun 01 12:00:00 AM","TBIT","Arrival","Domestic","6,663"
"2018 Apr 18 03:12:41 PM","2006 May 01 12:00:00 AM","T6","Arrival","Domestic","218,606"
"2018 Apr 18 03:12:41 PM","2009 Sep 01 12:00:00 AM","T5","Departure","Domestic","229,082"
"2019 Sep 27 07:57:24 AM","2019 Aug 01 12:00:00 AM","T4","Arrival","Domestic","399,118"
"2018 Apr 18 03:12:41 PM","2009 Jan 01 12:00:00 AM","T5","Departure","International","25,624"
"2018 Apr 18 03:12:41 PM","2006 Jul 01 12:00:00 AM","T4","Departure","Domestic","456,673"
"2018 Apr 18 03:12:41 PM","2013 Oct 01 12:00:00 AM","T2","Departure","Domestic","33,566"
"2018 Apr 18 03:12:41 PM","2013 Sep 01 12:00:00 AM","T7","Departure","International","39,521"
"2018 Apr 18 03:12:41 PM","2008 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","278"
"2018 Apr 18 03:12:41 PM","2011 Jun 01 12:00:00 AM","T6","Departure","International","24,715"
"2018 Apr 18 03:12:41 PM","2006 Mar 01 12:00:00 AM","T8","Arrival","Domestic","123,912"
"2018 Apr 18 03:12:41 PM","2012 Apr 01 12:00:00 AM","T1","Departure","Domestic","373,557"
"2018 Apr 18 03:12:41 PM","2012 Apr 01 12:00:00 AM","T6","Departure","International","78,004"
"2018 Apr 18 03:12:41 PM","2013 Aug 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","434"
"2018 Nov 25 11:40:39 AM","2018 Oct 01 12:00:00 AM","T3","Departure","International","22,479"
"2018 May 10 07:49:00 AM","2018 Apr 01 12:00:00 AM","T8","Arrival","International","5,250"
"2018 Apr 18 03:12:41 PM","2009 Oct 01 12:00:00 AM","T4","Arrival","International","27,372"
"2018 Apr 18 03:12:41 PM","2015 Oct 01 12:00:00 AM","TBIT","Arrival","International","534,403"
"2018 Apr 18 03:12:41 PM","2007 Feb 01 12:00:00 AM","T7","Arrival","Domestic","226,053"
"2020 Jan 02 10:43:42 AM","2019 Nov 01 12:00:00 AM","T7","Departure","Domestic","318,602"
"2018 Apr 18 03:12:41 PM","2011 Jan 01 12:00:00 AM","T2","Arrival","International","181,946"
"2018 Apr 18 03:12:41 PM","2011 Nov 01 12:00:00 AM","T7","Departure","International","29,361"
"2018 Apr 18 03:12:41 PM","2017 Oct 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","3,845"
"2018 Apr 18 03:12:41 PM","2009 Sep 01 12:00:00 AM","T7","Departure","International","26,188"
"2018 Apr 18 03:12:41 PM","2016 Mar 01 12:00:00 AM","T8","Arrival","Domestic","171,341"
"2018 Apr 18 03:12:41 PM","2006 Sep 01 12:00:00 AM","T3","Departure","International","45,354"
"2018 Oct 29 10:20:51 AM","2017 Aug 01 12:00:00 AM","T2","Arrival","International","127,427"
"2018 Apr 18 03:12:41 PM","2010 Dec 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","3,122"
"2018 Apr 18 03:12:41 PM","2006 May 01 12:00:00 AM","T1","Departure","Domestic","435,464"
"2018 Apr 18 03:12:41 PM","2015 Apr 01 12:00:00 AM","TBIT","Departure","Domestic","7,337"
"2018 Apr 18 03:12:41 PM","2006 May 01 12:00:00 AM","T6","Arrival","International","4,187"
"2018 Apr 18 03:12:41 PM","2013 Oct 01 12:00:00 AM","T3","Departure","International","21,428"
"2018 Apr 18 03:12:41 PM","2006 Nov 01 12:00:00 AM","T4","Departure","International","42,307"
"2018 Apr 18 03:12:41 PM","2007 Dec 01 12:00:00 AM","T5","Arrival","Domestic","202,664"
"2018 Oct 29 10:20:51 AM","2018 Sep 01 12:00:00 AM","T2","Departure","Domestic","224,174"
"2018 Apr 18 03:12:41 PM","2015 May 01 12:00:00 AM","T8","Arrival","Domestic","198,891"
"2018 Apr 18 03:12:41 PM","2007 Nov 01 12:00:00 AM","T3","Departure","Domestic","152,160"
"2019 Aug 23 03:41:00 PM","2019 Jul 01 12:00:00 AM","T2","Departure","Domestic","340,308"
"2018 Apr 18 03:12:41 PM","2011 Mar 01 12:00:00 AM","T7","Departure","Domestic","238,800"
"2018 Apr 18 03:12:41 PM","2011 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","14"
"2020 Aug 03 07:35:04 AM","2020 Jun 01 12:00:00 AM","T6","Departure","Domestic","36,786"
"2018 Apr 18 03:12:41 PM","2009 Dec 01 12:00:00 AM","T5","Arrival","Domestic","219,167"
"2018 Apr 18 03:12:41 PM","2010 Apr 01 12:00:00 AM","T8","Departure","Domestic","149,103"
"2020 Jan 02 10:43:42 AM","2019 Nov 01 12:00:00 AM","T8","Arrival","International","1,986"
"2018 Apr 18 03:12:41 PM","2015 Feb 01 12:00:00 AM","T5","Arrival","International","56,944"
"2018 Apr 18 03:12:41 PM","2017 Oct 01 12:00:00 AM","T5","Departure","International","2,270"
"2018 Apr 18 03:12:41 PM","2006 Oct 01 12:00:00 AM","T1","Departure","International","330"
"2018 Apr 18 03:12:41 PM","2016 Apr 01 12:00:00 AM","T1","Departure","International","965"
"2018 Apr 18 03:12:41 PM","2010 Aug 01 12:00:00 AM","T8","Departure","International","10,087"
"2018 Apr 18 03:12:41 PM","2006 Dec 01 12:00:00 AM","T5","Arrival","International","28,230"
"2018 Apr 18 03:12:41 PM","2010 Jan 01 12:00:00 AM","T6","Departure","International","14,680"
"2018 Apr 18 03:12:41 PM","2011 Jul 01 12:00:00 AM","T3","Arrival","International","16,842"
"2018 Apr 18 03:12:41 PM","2010 Jun 01 12:00:00 AM","T6","Arrival","International","2,644"
"2018 Apr 18 03:12:41 PM","2008 Mar 01 12:00:00 AM","T3","Departure","Domestic","167,812"
"2018 Apr 18 03:12:41 PM","2012 Dec 01 12:00:00 AM","T8","Arrival","International","2,257"
"2018 Apr 18 03:12:41 PM","2011 Nov 01 12:00:00 AM","T3","Departure","Domestic","238,839"
"2018 Apr 18 03:12:41 PM","2006 Jul 01 12:00:00 AM","T3","Arrival","International","25,029"
"2018 Apr 18 03:12:41 PM","2007 Sep 01 12:00:00 AM","T4","Departure","Domestic","378,250"
"2019 Nov 10 06:01:31 AM","2019 Oct 01 12:00:00 AM","T7","Arrival","International","52,315"
"2018 Apr 18 03:12:41 PM","2013 Apr 01 12:00:00 AM","TBIT","Departure","International","316,512"
"2018 Apr 18 03:12:41 PM","2013 Jun 01 12:00:00 AM","TBIT","Departure","International","383,146"
"2018 Apr 18 03:12:41 PM","2014 Mar 01 12:00:00 AM","T5","Arrival","Domestic","340,085"
