"DataExtractDate","ReportPeriod","Terminal","Arrival_Departure","Domestic_International","Passenger_Count"
"2020 Apr 08 09:58:08 AM","2020 Feb 01 12:00:00 AM","T3","Arrival","Domestic","258,654"
"2018 Apr 18 03:12:41 PM","2010 Sep 01 12:00:00 AM","T2","Departure","Domestic","19,860"
"2018 Apr 18 03:12:41 PM","2012 May 01 12:00:00 AM","T3","Departure","Domestic","177,153"
"2018 Jul 11 02:24:22 PM","2018 Jun 01 12:00:00 AM","T8","Departure","Domestic","182,939"
"2018 Apr 18 03:12:41 PM","2013 Jan 01 12:00:00 AM","T4","Arrival","Domestic","366,058"
"2018 Oct 29 10:20:51 AM","2017 Nov 01 12:00:00 AM","TBIT","Arrival","International","661,932"
"2019 Apr 29 01:10:30 PM","2019 Mar 01 12:00:00 AM","TBIT","Arrival","Domestic","5,066"
"2018 Apr 18 03:12:41 PM","2008 Jul 01 12:00:00 AM","T4","Arrival","International","83,465"
"2018 Apr 18 03:12:41 PM","2008 Oct 01 12:00:00 AM","TBIT","Arrival","International","381,995"
"2018 Apr 18 03:12:41 PM","2017 May 01 12:00:00 AM","T8","Arrival","International","4,249"
"2018 Apr 18 03:12:41 PM","2014 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","72,746"
"2019 Apr 29 01:10:30 PM","2019 Mar 01 12:00:00 AM","T6","Arrival","Domestic","238,396"
"2020 Jan 02 10:43:42 AM","2019 Nov 01 12:00:00 AM","T3","Arrival","Domestic","263,101"
"2018 Apr 18 03:12:41 PM","2014 Feb 01 12:00:00 AM","T2","Arrival","International","166,768"
"2018 Apr 18 03:12:41 PM","2013 Sep 01 12:00:00 AM","Imperial Terminal","Departure","Domestic","87"
"2018 Apr 18 03:12:41 PM","2017 Oct 01 12:00:00 AM","T2","Departure","Domestic","252,630"
"2018 Apr 18 03:12:41 PM","2011 Feb 01 12:00:00 AM","T3","Arrival","International","17,275"
"2018 Apr 18 03:12:41 PM","2006 Jan 01 12:00:00 AM","T6","Departure","International","5,567"
"2020 Jan 22 06:57:11 AM","2019 Dec 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","119,353"
"2021 Jan 10 06:01:37 AM","2020 Nov 01 12:00:00 AM","TBIT","Arrival","Domestic","515"
"2018 Apr 18 03:12:41 PM","2013 Mar 01 12:00:00 AM","T2","Arrival","International","172,925"
"2018 Apr 18 03:12:41 PM","2009 Jun 01 12:00:00 AM","TBIT","Departure","Domestic","6,470"
"2018 Apr 18 03:12:41 PM","2010 Jan 01 12:00:00 AM","T1","Arrival","Domestic","335,141"
"2018 Apr 18 03:12:41 PM","2018 Feb 01 12:00:00 AM","T7","Departure","Domestic","294,087"
"2018 Apr 18 03:12:41 PM","2016 Apr 01 12:00:00 AM","T2","Departure","International","163,856"
"2019 Nov 10 06:01:31 AM","2019 Sep 01 12:00:00 AM","T4","Departure","Domestic","329,840"
"2018 Apr 18 03:12:41 PM","2012 Jan 01 12:00:00 AM","Imperial Terminal","Departure","International","0"
"2018 Apr 18 03:12:41 PM","2008 Dec 01 12:00:00 AM","T3","Arrival","Domestic","150,150"
"2018 Apr 18 03:12:41 PM","2014 Aug 01 12:00:00 AM","TBIT","Arrival","Domestic","14,256"
"2018 Apr 18 03:12:41 PM","2007 Aug 01 12:00:00 AM","T6","Arrival","International","1,347"
"2018 Apr 18 03:12:41 PM","2012 Oct 01 12:00:00 AM","T8","Departure","Domestic","127,619"
"2018 Apr 18 03:12:41 PM","2011 Apr 01 12:00:00 AM","T4","Arrival","International","17,554"
"2018 Apr 18 03:12:41 PM","2009 May 01 12:00:00 AM","T4","Arrival","International","33,174"
"2018 Apr 18 03:12:41 PM","2014 Jul 01 12:00:00 AM","T3","Departure","International","2,969"
"2018 Aug 21 11:02:45 AM","2018 Jul 01 12:00:00 AM","T8","Departure","Domestic","184,786"
"2018 Apr 18 03:12:41 PM","2014 Jan 01 12:00:00 AM","T8","Arrival","Domestic","108,836"
"2018 Apr 18 03:12:41 PM","2006 Sep 01 12:00:00 AM","T1","Departure","International","114"
"2018 Apr 18 03:12:41 PM","2007 Jan 01 12:00:00 AM","T4","Departure","International","45,294"
"2018 Apr 18 03:12:41 PM","2009 Jan 01 12:00:00 AM","T8","Arrival","International","4,066"
"2018 Apr 18 03:12:41 PM","2008 Dec 01 12:00:00 AM","TBIT","Arrival","International","391,091"
"2018 Apr 18 03:12:41 PM","2012 Sep 01 12:00:00 AM","T5","Departure","International","18,979"
"2018 Sep 26 09:27:08 AM","2018 Aug 01 12:00:00 AM","T4","Departure","Domestic","364,655"
"2019 Apr 10 06:01:25 AM","2019 Mar 01 12:00:00 AM","T7","Departure","Domestic","367,998"
"2018 Oct 29 10:20:51 AM","2018 Sep 01 12:00:00 AM","T6","Arrival","International","76,992"
"2018 Apr 18 03:12:41 PM","2013 Jul 01 12:00:00 AM","T2","Arrival","International","257,753"
"2018 Apr 18 03:12:41 PM","2017 Nov 01 12:00:00 AM","T8","Departure","Domestic","126,543"
"2018 Apr 18 03:12:41 PM","2009 Aug 01 12:00:00 AM","T6","Arrival","Domestic","261,450"
"2018 Apr 18 03:12:41 PM","2017 May 01 12:00:00 AM","T2","Arrival","Domestic","132,561"
"2018 Apr 18 03:12:41 PM","2017 Aug 01 12:00:00 AM","T2","Departure","Domestic","299,602"
"2018 Apr 18 03:12:41 PM","2016 Nov 01 12:00:00 AM","T2","Departure","International","196,856"
"2018 Apr 18 03:12:41 PM","2007 Apr 01 12:00:00 AM","T4","Departure","International","46,986"
"2018 Apr 18 03:12:41 PM","2006 Jun 01 12:00:00 AM","T7","Arrival","Domestic","296,558"
"2018 Apr 18 03:12:41 PM","2006 Sep 01 12:00:00 AM","T7","Departure","Domestic","240,262"
"2018 Apr 18 03:12:41 PM","2014 May 01 12:00:00 AM","TBIT","Arrival","Domestic","7,162"
"2018 Apr 18 03:12:41 PM","2012 Jun 01 12:00:00 AM","T7","Arrival","Domestic","149,056"
"2018 Apr 18 03:12:41 PM","2008 May 01 12:00:00 AM","T8","Arrival","Domestic","112,646"
"2018 Apr 18 03:12:41 PM","2007 Feb 01 12:00:00 AM","T4","Arrival","International","51,318"
"2018 Apr 18 03:12:41 PM","2013 Apr 01 12:00:00 AM","T2","Arrival","International","174,074"
"2018 Apr 18 03:12:41 PM","2016 Feb 01 12:00:00 AM","T8","Arrival","Domestic","146,226"
"2018 Apr 18 03:12:41 PM","2007 Jun 01 12:00:00 AM","T7","Arrival","Domestic","261,849"
"2018 Apr 18 03:12:41 PM","2017 Mar 01 12:00:00 AM","T6","Departure","Domestic","332,284"
"2018 Apr 18 03:12:41 PM","2016 Jul 01 12:00:00 AM","T5","Arrival","International","78,781"
"2018 Apr 18 03:12:41 PM","2016 Jul 01 12:00:00 AM","T5","Departure","Domestic","478,348"
"2018 Apr 18 03:12:41 PM","2014 May 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","75,856"
"2020 Apr 08 09:58:08 AM","2020 Feb 01 12:00:00 AM","T7","Departure","International","24,943"
"2018 Apr 18 03:12:41 PM","2011 Aug 01 12:00:00 AM","T2","Arrival","Domestic","28,170"
"2018 Apr 18 03:12:41 PM","2006 Feb 01 12:00:00 AM","Imperial Terminal","Arrival","Domestic","200"
"2018 Apr 18 03:12:41 PM","2011 Jul 01 12:00:00 AM","T2","Departure","Domestic","30,442"
"2018 Apr 18 03:12:41 PM","2007 Feb 01 12:00:00 AM","T4","Arrival","Domestic","355,011"
"2019 Sep 10 06:01:34 AM","2019 Aug 01 12:00:00 AM","T8","Departure","International","9,461"
"2018 Apr 18 03:12:41 PM","2006 Nov 01 12:00:00 AM","T1","Departure","Domestic","410,856"
"2018 Apr 18 03:12:41 PM","2016 May 01 12:00:00 AM","T8","Departure","Domestic","172,912"
"2018 Apr 18 03:12:41 PM","2012 Sep 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","148"
"2018 Apr 18 03:12:41 PM","2006 Apr 01 12:00:00 AM","T7","Arrival","Domestic","269,491"
"2019 Aug 23 03:41:00 PM","2019 Jul 01 12:00:00 AM","T7","Arrival","Domestic","387,166"
"2020 Jan 02 10:43:42 AM","2019 Nov 01 12:00:00 AM","T5","Departure","International","399"
"2018 Apr 18 03:12:41 PM","2016 Sep 01 12:00:00 AM","TBIT","Arrival","International","608,414"
"2018 Apr 18 03:12:41 PM","2017 Sep 01 12:00:00 AM","T8","Departure","Domestic","127,046"
"2018 Apr 18 03:12:41 PM","2015 Apr 01 12:00:00 AM","TBIT","Departure","International","421,926"
"2018 Aug 10 06:01:24 AM","2018 Jun 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","6,701"
"2018 Apr 18 03:12:41 PM","2011 Aug 01 12:00:00 AM","T5","Departure","International","31,608"
"2018 Apr 18 03:12:41 PM","2009 Jan 01 12:00:00 AM","T7","Arrival","International","20,459"
"2018 Apr 18 03:12:41 PM","2016 Oct 01 12:00:00 AM","T5","Arrival","International","59,011"
"2018 Sep 26 09:27:08 AM","2018 Aug 01 12:00:00 AM","T7","Arrival","International","83,477"
"2018 Apr 18 03:12:41 PM","2014 Apr 01 12:00:00 AM","T5","Departure","International","30,590"
"2018 Apr 18 03:12:41 PM","2006 Jul 01 12:00:00 AM","T4","Departure","International","55,251"
"2018 Apr 18 03:12:41 PM","2009 Sep 01 12:00:00 AM","T7","Departure","Domestic","243,362"
"2019 Nov 10 06:01:31 AM","2019 Sep 01 12:00:00 AM","TBIT","Arrival","International","754,708"
"2018 Aug 10 06:01:24 AM","2018 Jun 01 12:00:00 AM","TBIT","Departure","International","798,427"
"2018 Apr 18 03:12:41 PM","2009 May 01 12:00:00 AM","T7","Departure","International","24,643"
"2018 Apr 18 03:12:41 PM","2006 Apr 01 12:00:00 AM","T2","Departure","Domestic","103,348"
"2020 Jan 02 10:43:42 AM","2019 Nov 01 12:00:00 AM","T5","Arrival","International","329"
"2018 Apr 18 03:12:41 PM","2013 Nov 01 12:00:00 AM","T1","Departure","Domestic","385,177"
"2018 Apr 18 03:12:41 PM","2013 Jun 01 12:00:00 AM","T8","Departure","Domestic","131,149"
"2018 Apr 18 03:12:41 PM","2008 Apr 01 12:00:00 AM","T8","Departure","International","4,765"
"2018 Apr 18 03:12:41 PM","2006 Dec 01 12:00:00 AM","T2","Departure","Domestic","102,761"
"2020 Feb 28 08:21:30 AM","2020 Jan 01 12:00:00 AM","T2","Departure","Domestic","244,857"
"2019 Mar 01 11:09:59 AM","2019 Jan 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","5,946"
"2018 Apr 18 03:12:41 PM","2014 Aug 01 12:00:00 AM","T2","Arrival","International","237,639"
"2018 Apr 18 03:12:41 PM","2013 Mar 01 12:00:00 AM","T8","Departure","Domestic","107,813"
"2018 Apr 18 03:12:41 PM","2007 Mar 01 12:00:00 AM","T4","Departure","Domestic","428,781"
"2018 Apr 18 03:12:41 PM","2016 Oct 01 12:00:00 AM","TBIT","Departure","Domestic","40,749"
"2018 Apr 18 03:12:41 PM","2011 Jul 01 12:00:00 AM","T3","Departure","Domestic","283,971"
"2018 Apr 18 03:12:41 PM","2010 Mar 01 12:00:00 AM","T5","Departure","Domestic","250,103"
"2018 Apr 18 03:12:41 PM","2012 Mar 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","122"
"2018 Apr 18 03:12:41 PM","2013 Jan 01 12:00:00 AM","T6","Departure","International","74,697"
"2018 Apr 18 03:12:41 PM","2009 Jun 01 12:00:00 AM","T5","Arrival","International","8,585"
"2018 Apr 18 03:12:41 PM","2013 Mar 01 12:00:00 AM","T5","Arrival","International","41,176"
"2019 Mar 01 11:09:59 AM","2019 Jan 01 12:00:00 AM","T2","Departure","International","76,902"
"2018 Apr 18 03:12:41 PM","2008 Apr 01 12:00:00 AM","T3","Departure","International","55,440"
"2019 Mar 14 06:45:08 AM","2019 Feb 01 12:00:00 AM","T7","Arrival","Domestic","276,340"
"2018 Apr 18 03:12:41 PM","2008 Nov 01 12:00:00 AM","TBIT","Arrival","Domestic","4,960"
"2018 Apr 18 03:12:41 PM","2010 May 01 12:00:00 AM","T6","Arrival","Domestic","259,682"
"2018 Apr 18 03:12:41 PM","2009 Aug 01 12:00:00 AM","T6","Departure","Domestic","252,676"
"2018 Apr 18 03:12:41 PM","2011 Jul 01 12:00:00 AM","T7","Departure","International","37,971"
"2019 Jul 18 06:18:08 AM","2019 Jun 01 12:00:00 AM","TBIT","Arrival","International","794,453"
"2018 Apr 18 03:12:41 PM","2012 Dec 01 12:00:00 AM","T5","Arrival","Domestic","243,040"
"2018 Apr 18 03:12:41 PM","2006 Nov 01 12:00:00 AM","T2","Departure","Domestic","100,021"
"2018 Apr 18 03:12:41 PM","2010 Oct 01 12:00:00 AM","T7","Departure","International","29,765"
"2018 Apr 18 03:12:41 PM","2013 Dec 01 12:00:00 AM","T2","Departure","Domestic","35,363"
"2018 Apr 18 03:12:41 PM","2009 Dec 01 12:00:00 AM","T8","Departure","Domestic","143,385"
"2018 Apr 18 03:12:41 PM","2017 Aug 01 12:00:00 AM","T7","Arrival","Domestic","324,337"
"2018 Apr 18 03:12:41 PM","2008 Apr 01 12:00:00 AM","T4","Arrival","Domestic","390,745"
"2018 Apr 18 03:12:41 PM","2010 Sep 01 12:00:00 AM","T8","Departure","Domestic","138,004"
"2018 Apr 18 03:12:41 PM","2010 Oct 01 12:00:00 AM","T8","Arrival","International","3,359"
"2018 Apr 18 03:12:41 PM","2017 Oct 01 12:00:00 AM","T3","Departure","International","22,696"
"2018 Apr 18 03:12:41 PM","2017 Jun 01 12:00:00 AM","T6","Departure","International","124,358"
"2018 Apr 18 03:12:41 PM","2010 Dec 01 12:00:00 AM","T8","Departure","International","7,825"
"2018 Apr 18 03:12:41 PM","2016 Jan 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","93,457"
"2018 Apr 18 03:12:41 PM","2011 May 01 12:00:00 AM","T6","Arrival","International","42,343"
"2018 Apr 18 03:12:41 PM","2009 Jan 01 12:00:00 AM","T3","Departure","International","46,668"
"2018 Apr 18 03:12:41 PM","2006 Nov 01 12:00:00 AM","T6","Arrival","International","1,663"
"2018 Apr 18 03:12:41 PM","2013 Feb 01 12:00:00 AM","T7","Departure","International","40,194"
"2018 Apr 18 03:12:41 PM","2014 Mar 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","79"
"2018 Apr 18 03:12:41 PM","2011 Jun 01 12:00:00 AM","T2","Departure","International","207,963"
"2018 Apr 18 03:12:41 PM","2012 Apr 01 12:00:00 AM","T8","Departure","International","7,282"
"2018 Apr 18 03:12:41 PM","2013 Jul 01 12:00:00 AM","TBIT","Departure","International","376,067"
"2020 Jan 02 10:43:42 AM","2019 Nov 01 12:00:00 AM","T4","Departure","Domestic","354,229"
"2018 Apr 18 03:12:41 PM","2013 Nov 01 12:00:00 AM","T7","Arrival","Domestic","220,161"
"2019 Nov 10 06:01:31 AM","2019 Sep 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","107,117"
"2018 Apr 18 03:12:41 PM","2010 Jun 01 12:00:00 AM","T4","Departure","International","44,911"
"2018 Apr 18 03:12:41 PM","2013 Sep 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","75,455"
"2018 Apr 18 03:12:41 PM","2015 Feb 01 12:00:00 AM","T6","Arrival","International","517"
"2020 Aug 27 07:15:54 AM","2020 Jul 01 12:00:00 AM","T4","Departure","International","7,520"
"2021 Jan 10 06:01:37 AM","2020 Dec 01 12:00:00 AM","T2","Arrival","Domestic","187,406"
"2018 Apr 18 03:12:41 PM","2006 Dec 01 12:00:00 AM","T4","Arrival","Domestic","414,895"
"2018 Apr 18 03:12:41 PM","2010 Jan 01 12:00:00 AM","T4","Departure","Domestic","341,028"
"2018 Apr 18 03:12:41 PM","2006 Feb 01 12:00:00 AM","T2","Departure","Domestic","87,518"
"2018 Apr 18 03:12:41 PM","2007 May 01 12:00:00 AM","T5","Departure","Domestic","162,790"
"2018 Apr 18 03:12:41 PM","2009 Oct 01 12:00:00 AM","T7","Arrival","Domestic","242,040"
"2020 Aug 03 07:35:04 AM","2020 Jun 01 12:00:00 AM","T5","Arrival","Domestic","75,591"
"2018 Apr 18 03:12:41 PM","2010 Sep 01 12:00:00 AM","T6","Departure","International","6,152"
"2018 Oct 29 10:20:51 AM","2017 Jul 01 12:00:00 AM","TBIT","Arrival","International","882,959"
"2018 Apr 18 03:12:41 PM","2008 Sep 01 12:00:00 AM","T8","Arrival","International","4,611"
"2018 Apr 18 03:12:41 PM","2014 Dec 01 12:00:00 AM","T5","Departure","International","69,195"
"2018 Apr 18 03:12:41 PM","2018 Feb 01 12:00:00 AM","T1","Departure","Domestic","344,725"
"2019 Mar 14 06:45:08 AM","2019 Feb 01 12:00:00 AM","TBIT","Arrival","Domestic","19,990"
"2018 Apr 18 03:12:41 PM","2012 Jun 01 12:00:00 AM","T5","Arrival","Domestic","259,552"
"2018 Apr 18 03:12:41 PM","2012 Dec 01 12:00:00 AM","T7","Departure","International","47,842"
"2018 Apr 18 03:12:41 PM","2017 Oct 01 12:00:00 AM","T6","Departure","Domestic","263,307"
"2018 Apr 18 03:12:41 PM","2010 Apr 01 12:00:00 AM","T4","Departure","Domestic","381,780"
"2018 Apr 18 03:12:41 PM","2011 Nov 01 12:00:00 AM","T6","Arrival","International","6,803"
"2020 Apr 08 09:58:08 AM","2020 Mar 01 12:00:00 AM","T1","Departure","International","282"
"2018 Apr 18 03:12:41 PM","2013 Oct 01 12:00:00 AM","T7","Departure","Domestic","252,118"
"2020 Apr 08 09:58:08 AM","2020 Feb 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","100,596"
"2018 Apr 18 03:12:41 PM","2016 Aug 01 12:00:00 AM","TBIT","Departure","International","613,068"
"2018 Apr 18 03:12:41 PM","2014 Oct 01 12:00:00 AM","T7","Departure","International","34,726"
"2018 Apr 18 03:12:41 PM","2018 Jan 01 12:00:00 AM","T7","Arrival","Domestic","314,613"
"2018 Apr 18 03:12:41 PM","2015 Jun 01 12:00:00 AM","TBIT","Arrival","Domestic","13,748"
"2018 Apr 18 03:12:41 PM","2017 Mar 01 12:00:00 AM","T2","Departure","International","202,082"
"2018 Apr 18 03:12:41 PM","2015 Feb 01 12:00:00 AM","TBIT","Arrival","International","392,547"
"2018 Apr 18 03:12:41 PM","2015 Mar 01 12:00:00 AM","T5","Departure","Domestic","378,020"
"2019 Aug 23 03:41:00 PM","2019 Jul 01 12:00:00 AM","T4","Arrival","Domestic","415,409"
"2018 Apr 18 03:12:41 PM","2009 Sep 01 12:00:00 AM","TBIT","Arrival","International","395,614"
"2018 Apr 18 03:12:41 PM","2006 Aug 01 12:00:00 AM","T3","Departure","Domestic","189,894"
"2018 Apr 18 03:12:41 PM","2008 Jul 01 12:00:00 AM","T3","Arrival","Domestic","203,837"
"2019 Mar 01 11:09:59 AM","2019 Jan 01 12:00:00 AM","T4","Departure","International","69,857"
"2018 Apr 18 03:12:41 PM","2007 May 01 12:00:00 AM","T8","Departure","Domestic","117,072"
"2018 Apr 18 03:12:41 PM","2016 Nov 01 12:00:00 AM","T7","Departure","Domestic","303,793"
"2018 Apr 18 03:12:41 PM","2011 Sep 01 12:00:00 AM","T2","Departure","International","201,868"
"2018 Apr 18 03:12:41 PM","2006 Oct 01 12:00:00 AM","T1","Arrival","Domestic","389,307"
"2020 Jan 02 10:43:42 AM","2019 Nov 01 12:00:00 AM","T7","Departure","International","40,528"
"2020 Apr 29 07:14:24 AM","2020 Mar 01 12:00:00 AM","T5","Arrival","Domestic","191,730"
"2018 Apr 18 03:12:41 PM","2007 Jun 01 12:00:00 AM","T3","Departure","Domestic","209,930"
"2020 Dec 07 01:58:36 PM","2020 Oct 01 12:00:00 AM","T6","Arrival","International","10,496"
"2018 Apr 18 03:12:41 PM","2016 Nov 01 12:00:00 AM","T4","Departure","International","54,454"
"2018 Apr 18 03:12:41 PM","2008 Mar 01 12:00:00 AM","T8","Departure","International","5,392"
"2018 Apr 18 03:12:41 PM","2017 Apr 01 12:00:00 AM","T1","Arrival","Domestic","405,692"
"2018 Apr 18 03:12:41 PM","2010 May 01 12:00:00 AM","T7","Departure","International","25,744"
"2018 Apr 18 03:12:41 PM","2006 Aug 01 12:00:00 AM","T2","Departure","International","184,788"
"2019 Aug 23 03:41:00 PM","2019 Jul 01 12:00:00 AM","T5","Departure","Domestic","511,926"
"2018 Apr 18 03:12:41 PM","2015 Nov 01 12:00:00 AM","TBIT","Departure","Domestic","6,317"
"2018 Apr 18 03:12:41 PM","2006 Oct 01 12:00:00 AM","T7","Departure","International","38,416"
"2018 Apr 18 03:12:41 PM","2009 Nov 01 12:00:00 AM","T5","Departure","Domestic","213,307"
"2019 Sep 27 07:57:24 AM","2019 Aug 01 12:00:00 AM","T3","Arrival","International","34,396"
"2018 Apr 18 03:12:41 PM","2015 Sep 01 12:00:00 AM","T6","Departure","International","34,313"
"2018 Apr 18 03:12:41 PM","2007 Jul 01 12:00:00 AM","T4","Departure","International","55,535"
"2020 Jul 10 06:01:26 AM","2020 May 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","15"
"2018 Apr 18 03:12:41 PM","2017 Feb 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","4,135"
"2018 Apr 18 03:12:41 PM","2010 Dec 01 12:00:00 AM","T5","Departure","Domestic","216,349"
"2018 Sep 26 09:27:08 AM","2018 Aug 01 12:00:00 AM","T6","Departure","Domestic","270,351"
"2018 Apr 18 03:12:41 PM","2012 Sep 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","33"
"2018 Apr 18 03:12:41 PM","2013 Sep 01 12:00:00 AM","TBIT","Departure","International","342,880"
"2018 Apr 18 03:12:41 PM","2016 Apr 01 12:00:00 AM","T2","Arrival","International","173,890"
"2018 Apr 18 03:12:41 PM","2012 Feb 01 12:00:00 AM","T7","Departure","International","21,367"
"2018 Apr 18 03:12:41 PM","2012 Apr 01 12:00:00 AM","TBIT","Departure","Domestic","6,180"
"2018 Apr 18 03:12:41 PM","2007 Jun 01 12:00:00 AM","T4","Departure","International","55,176"
"2018 Apr 18 03:12:41 PM","2008 Aug 01 12:00:00 AM","T4","Departure","Domestic","428,699"
"2018 Apr 18 03:12:41 PM","2015 Mar 01 12:00:00 AM","TBIT","Departure","International","421,185"
"2018 Apr 18 03:12:41 PM","2014 Sep 01 12:00:00 AM","T4","Arrival","International","3,617"
"2018 Apr 18 03:12:41 PM","2011 Aug 01 12:00:00 AM","T6","Arrival","Domestic","271,690"
"2018 Apr 18 03:12:41 PM","2009 Jan 01 12:00:00 AM","T2","Arrival","International","139,317"
"2018 Apr 18 03:12:41 PM","2007 Feb 01 12:00:00 AM","T6","Arrival","International","345"
"2019 Jul 18 06:18:08 AM","2019 Jun 01 12:00:00 AM","T2","Departure","Domestic","330,408"
"2020 Apr 29 07:14:24 AM","2020 Mar 01 12:00:00 AM","T6","Arrival","International","24,609"
"2018 Apr 18 03:12:41 PM","2012 Jul 01 12:00:00 AM","T8","Departure","International","7,719"
"2018 Apr 18 03:12:41 PM","2010 Apr 01 12:00:00 AM","T3","Arrival","International","16,256"
"2018 Apr 18 03:12:41 PM","2011 Apr 01 12:00:00 AM","T7","Arrival","International","24,708"
"2018 Apr 18 03:12:41 PM","2014 Nov 01 12:00:00 AM","TBIT","Departure","International","368,957"
"2020 Aug 03 07:35:04 AM","2020 Jun 01 12:00:00 AM","T6","Departure","International","14,598"
"2018 Apr 18 03:12:41 PM","2006 Nov 01 12:00:00 AM","T5","Departure","Domestic","153,909"
"2018 Apr 18 03:12:41 PM","2007 Mar 01 12:00:00 AM","T3","Departure","International","67,480"
"2018 Apr 18 03:12:41 PM","2017 Apr 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","4,754"
"2018 Apr 18 03:12:41 PM","2012 Jun 01 12:00:00 AM","T6","Departure","Domestic","414,093"
"2020 Jul 10 06:01:26 AM","2020 Jun 01 12:00:00 AM","T7","Arrival","International","4,910"
"2018 Apr 18 03:12:41 PM","2013 Jul 01 12:00:00 AM","T4","Arrival","Domestic","407,031"
"2018 Apr 18 03:12:41 PM","2009 Oct 01 12:00:00 AM","T8","Arrival","International","4,592"
